,30	5
,32	5
,36	4
,37	2
,38	2
,39	2
,40	13
,43	145
,44	4
,45	50
,47	1
,48	3
,49	1
,50	8
,51	6
,52	8
,53	7
,54	7
,55	2
,56	3
,57	8
,58	5
,59	15
,60	12
,61	10
,62	7
,63	14
,64	1
,65	11
,66	4
,67	4
,68	2
,69	2
,70	8
,71	5
,72	7
,74	8
,75	3
,77	1
,78	5
,80	2
,81	2
,82	8
,83	5
,84	7
,85	8
,86	5
,87	8
,88	3
,89	6
,90	1
,92	11
,95	6
,96	4
,97	10
1,00	4
