,31	2
,32	2
,33	1
,35	3
,37	14
,39	1
,40	25
,41	3
,42	2
,43	2
,44	27
,45	160
,46	1
,47	3
,48	10
,49	1
,50	5
,51	1
,52	2
,53	4
,55	1
,56	1
,57	4
,58	12
,59	8
,60	25
,61	9
,62	6
,63	4
,64	3
,65	3
,66	6
,68	3
,69	3
,70	1
,71	9
,72	2
,73	1
,74	5
,75	6
,77	1
,78	9
,79	8
,81	8
,82	17
,83	9
,84	9
,86	1
,87	5
,88	7
,89	1
,90	2
,92	1
,93	1
,94	7
,95	8
,97	5
,99	13
1,00	7
