
,23	22
,25	6
,31	2
,32	4
,36	1
,37	27
,38	1
,40	16
,41	6
,43	2
,44	1
,45	22
,46	13
,47	8
,48	14
,49	19
,50	3
,51	3
,53	11
,54	5
,56	36
,57	3
,58	11
,60	8
,61	1
,62	1
,63	3
,64	5
,65	1
,66	15
,67	8
,68	7
,69	29
,70	25
,71	8
,72	6
,73	1
,75	1
,76	6
,78	82
,79	2
,80	14
,81	2
,82	13
,83	2
,84	3
,85	4
,86	1
,87	1
,88	7
,90	2
,91	5
,97	1
